questionText,options[0],options[1],options[2],options[3],correctAnswer
Choose analogous pair:  Proscenium : Stage,A. Lamp : Table,B. Lines : Bed,C. Portico : House,D. Compass : Needle,C. Portico : House
Choose analogous pair:  Lawn : Grass,A. Wool : Sheep,B. Skin : Goat,C. Fur : Pelt,D. Rice : Farm,C. Fur : Pelt
Choose analogous pair:  Plants : Coal,A. Crops : Manure,B. Animals : Oil,C. Cow : Milk,D. Fire : Smoke,B. Animals : Oil
Choose analogous pair:  Introduction : Conclusion,A. Salutation : Farewell,B. Deposit : Take,C. Companion : Scoundrel,D. Mingle : Emerge,A. Salutation : Farewell
Choose analogous pair:  Termite : Wood,A. Neem : Cotton,B. Fibre : Jute,C. Thread : Cloth,D. Moth : Wool,D. Moth : Wool
Choose analogous pair:  Rectangle : Cylinder,A. Square : Sphere,B. Circle : Disc,C. Triangle : Cone,D. Wall : Room,C. Triangle : Cone
Choose analogous pair:  Formula : Constituent,A. Eduation : Term,B. Roclet : Pilot,C. Carburettor : Mixture,D. Binomial : Monocular,A. Eduation : Term
Choose analogous pair:  Parsing : Grammar,A. Running : Health,B. Praying : God,C. Paratrooping : Air Forse,D. Cleaning : House,C. Paratrooping : Air Forse
Choose analogous pair:  Story : Novel,A. Sea : Ocean,B. School : University,C. Book : Dictionary,D. Poetry : Drama,A. Sea : Ocean
Choose analogous pair:  Farce : Absurdity,A. Disease : Medicine,B. Charity : Generisity,C. Tragedy : Comedy,D. Energy : Electricity,B. Charity : Generisity
Choose analogous pair:  Money : Transaction,A. Life : Death,B. Water : Drink,C. Ideas : Exchange,D. Language : Conversation,D. Language : Conversation
Choose analogous pair:  Visitor : Welcome,A. Beggar : Hungry,B. Worship : God,C. Criminal : Prosecute,D. Warrior : Conquer,C. Criminal : Prosecute
Choose analogous pair:  Expend : Replenism,A. Exhort : Encourage,B. Formant : Rebellion,C. Defect : Rejoin,D. Encroachment : Occupy,C. Defect : Rejoin
Choose analogous pair:  Garbage : Dustbin,A. Tree : Honey,B. Medicine : Capsule,C. Kitchen : House,D. Bangles : Hand,B. Medicine : Capsule
Choose analogous pair:  Ribs : Lungs,A. Ball : Sphere,B. Hand : Fingers,C. Shell : Nut,D. Coat : Tie,C. Shell : Nut
Choose analogous pair:  Overlook : Aberration,A. Mitigate : Penitence,B. Condone : Offence,C. Error : Omission,D. Conviction : Criminal,B. Condone : Offence
Choose analogous pair:  Duralumin : Aircraft,A. Brass : Alloy,B. Stone : Sculptor,C. Iron : Steel,D. Bronze : Statue,D. Bronze : Statue
Choose analogous pair:  Mongoose : Snake,A. Milk : Goat,B. Fish : Crane,C. Whale : Crow,D. Water : Sky,B. Fish : Crane
Choose analogous pair:  Illiterate : Uneducated,A. Country : State,B. City : Village,C. Palace : Hut,D. Vision : Sight,D. Vision : Sight
Choose analogous pair:  Cool : Frigid,A. Livid : Lurid,B. Pool : Placid,C. Tepid : Torried,D. Lack : Abundant,C. Tepid : Torried
Choose analogous pair:  Laboratory : Germs,A. School : Students,B. Playground : Games,C. Library : Books,D. Observatory : Planets,D. Observatory : Planets
Choose analogous pair:  Lamb : Frisk,A. Deer : Swoop,B. Cat : Steal,C. Bear : Leap,D. Lion : Stride,B. Cat : Steal
Choose analogous pair:  Monk : Monastery,A. Noble : House,B. Lion : Hole,C. Nun : Convent,D. Peasant : Village,C. Nun : Convent
Choose analogous pair:  Cricket : Pitch,A. Ship : Dock,B. Boat : Harbour,C. Wrestling : Track,D. Boxing : Ring,D. Boxing : Ring
Choose analogous pair:  Tree : Sapling,A. Rock : Mountain,B. Horse : Foal,C. Giant : Dwarf,D. Hut : Mansion,B. Horse : Foal
Choose analogous pair:  Coffee : Beverages,A. Bread : Butter,B. Milk : Tea,C. Burger : Snacks,D. Grapes : Wine,C. Burger : Snacks
Choose analogous pair:  Stage : Theatre,A. Badroom : House,B. Car : Road,C. Patient : Hospital,D. School : Education,A. Badroom : House
Choose analogous pair:  Graphite : Lubricant,A. Movement : Friction,B. Iron : Steel,C. Wool : Cloth,D. Diamond : Abrasive,D. Diamond : Abrasive
Choose analogous pair:  Poverty : Prosperity,A. Love : Sorrow,B. Train : Cart,C. Rain : Flood,D. Intelligence : Stupidity,D. Intelligence : Stupidity
Choose analogous pair:  Hook : Fish,A. Stadium : Games,B. Glove : Ball,C. Symphony : Music,D. Word : Alphabet,B. Glove : Ball
Choose analogous pair:  Pulp : Paper,A. Rope : Hemp,B. Rayon : Cellulose,C. Thread : Needle,D. Yarn : Fabric,D. Yarn : Fabric
Choose analogous pair:  Wan : Colour,A. Enigmatic : Puzzle,B. Pallid : Complexion,C. Insipid : Flavour,D. Copulent : Weight,B. Pallid : Complexion
Choose analogous pair:  Artist : Troupe,A. Market : Crowd,B. Flowers : Garland,C. Singer : Chorus,D. Fishes : Pond,C. Singer : Chorus
Choose analogous pair:  Basemant : Attic,A. Nadir : Zenith,B. Zenith : Apex,C. Zenith : Root,D. Apex : Pinnacle,A. Nadir : Zenith
Choose analogous pair:  Poultry : Farm,A. Rice : Granary,B. Child : Playground,C. Bee : Hive,D. Rubber : Estate,D. Rubber : Estate
Choose analogous pair:  Greed : Corruption,A. Insult : Enemy,B. Sleep : Dream,C. Goodwill : Friendship,D. Knowledge : Book,C. Goodwill : Friendship
Choose analogous pair:  Sip : Gulp,A. Touch : Push,B. Cup : Glass,C. Tent : Hut,D. Soup : Water,A. Touch : Push
Choose analogous pair:  Lok Sabha : Legislature,A. President: Executive,B. Minister : Meeting,C. Judge : Court,D. People : Election,A. President: Executive
Choose analogous pair:  Hitler : Germany,A. Shakespeare : England,B. Mussolini : Italy,C. Tulsidas : India,D. Boris Yeltsin : Russia,B. Mussolini : Italy
Choose analogous pair:  Kangaroo : Australia,A. Whale : River,B. Elephant : Russia,C. Penguin : Antarctica,D. India : Peacock,C. Penguin : Antarctica
Choose analogous pair:  Executioner : Criminal,A. Florist : Flowers,B. Convict : Murderer,C. Butcher : Animals,D. Worker : Manager,C. Butcher : Animals
Choose analogous pair:  Biography : Autobiography,A. Memoirs : History,B. Author : Performer,C. Mobile : Automobile,D. Testimony : Confession,D. Testimony : Confession
Choose analogous pair:  Waiter : Tip,A. Student : Marks,B. Worker : onus,C. Employee : Wages,D. Clerk : Bride,B. Worker : onus
Choose analogous pair:  Portfolio : Securities,A. Lecture : Consignment,B. Star : Class,C. Trustee : Company,D. Panel : Jurors,D. Panel : Jurors
Choose analogous pair:  Iodine : Goitre,A. Insulin : Diabetes,B. Mango : Anaemia,C. Hormones : Haemophilia,D. Fat : Obesity,A. Insulin : Diabetes
Choose analogous pair:  Blister : Skin,A. Sore : Toe,B. Sty : Eye,C. Ball : Pitcher,D. Wound : Arm,B. Sty : Eye
Choose analogous pair:  Thermometer : Temperature,A. Length : Breadth,B. Millimetre : Scale,C. Cardiograph : Heart rate,D. Solar energy : Sun,C. Cardiograph : Heart rate
Choose analogous pair:  Water : Thirst,A. Ripe : Harvest,B. Book : Ignorance,C. Needle : Stitch,D. Rain : Throat,D. Rain : Throat
Choose analogous pair:  Horse : Mare,A. Duck : Geese,B. Dog : Puppy,C. Donkey : Pony,D. Fox : Vixen,D. Fox : Vixen
Choose analogous pair:  Sale : Purchase,A. Give : Receive,B. Shop : Market,C. Cash : Credit,D. Profit : Loss,A. Give : Receive
Choose analogous pair:  Locks : Warble,A. Crows : Cackle,B. Tiger : Yelp,C. Owls : Hoot,D. Camel : Bleat,C. Owls : Hoot
Choose analogous pair:  Read : Legible,A. Hear : Audible,B. Qualify : Eligible,C. See : Illegible,D. Require : Admissible,A. Hear : Audible
Choose analogous pair:  Loath : Coercion,A. Irate : Antagonism,B. Irriate : Caressing,C. Reluctant : Persuasion,D. Contempaltive : Meditative,C. Reluctant : Persuasion
Choose analogous pair:  Ballad : Song,A. Envelope : Letter,B. Prose : Literature,C. Cat : Leopard,D. Ode : Poem,D. Ode : Poem
Choose analogous pair:  Karnataka : Bangalore,A. Mysore : Vrindaban,B. Haryana : Sonepat,C. Gujarat : Anand,D. Orissa : Bhubaneshwar,D. Orissa : Bhubaneshwar
Choose analogous pair:  Appointment : Ability,A. Transfer : Punishment,B. Business : Money,C. Promotion ; Merit,D. Examination : Success,C. Promotion ; Merit
Choose analogous pair:  Fish : Mermaid,A. Cat : Lion,B. Horse : Centaur,C. Unicorn : Tapestry,D. Pegasus : Fly,B. Horse : Centaur
Choose analogous pair:  Dove : Peace,A. Crow : Scavenge,B. Knife : Cut,C. Lull : Storm,D. Pearl : Purity,D. Pearl : Purity
Choose analogous pair:  Knowledge : Ignorance,A. Cure : Health,B. Conceal : Hide,C. Breath : Suffocation,D. Construction : War,C. Breath : Suffocation
Choose analogous pair:  Buoy : Channel,A. White line : Highway,B. Light house : Ship,C. Red light : Street,D. Road map : Travel,D. Road map : Travel
Choose analogous pair:  Muslims : Quran,A. Hindus : Temple,B. Sikhs : Avesta,C. Christians : Christ,D. Jews : Torah,D. Jews : Torah
Choose analogous pair:  Onam : Kerala,A. Christmas : Christians,B. Bhangra : Punjab,C. Kathak : Uttar Pradesh,D. Bihu : Assam,D. Bihu : Assam
Choose analogous pair:  Food : Hungry,A. Thought : Politics,B. Water : River,C. Rest : Weary,D. Wine : Intoxication,C. Rest : Weary
Choose analogous pair:  Kitchen : Bedroom,A. Woman : Man,B. Vegetable : Fruit,C. Botany : Zoology,D. Gas : Cylinder,C. Botany : Zoology
Choose analogous pair:  Jupiter : Planet,A. Sparrow : Bird,B. Yamuna : River,C. Chilka : Lake,D. Everest : Peak,D. Everest : Peak
Choose analogous pair:  Hypocrisy : Honesty,A. Literature : Philosophy,B. Arrogant : Notorious,C. Seldom : Often,D. Murder : Sympathy,C. Seldom : Often
Choose analogous pair:  Bread : Flour,A. Train : Wagon,B. Car : Engine,C. Road : Asphalt,D. House : Wall,C. Road : Asphalt
Choose analogous pair:  Rectangle : Pentagon,A. Side : Angle,B. Diagonal : Perimeter,C. Triangle : Rectangle,D. Noun of these,C. Triangle : Rectangle
Choose analogous pair:  Eyes : Tears,A. Sea : Water,B. Volcano : Lava,C. Heart : Artery,D. Hunger : Bread,B. Volcano : Lava
Choose analogous pair:  Agreement : Dissent,A. Touchdown : Penalty,B. Latitude : Resistance,C. Schism : Diverge,D. Impasse : Concede,B. Latitude : Resistance
Choose analogous pair:  Purity : Adulteration,A. Profuse : Availability,B. Treachery : Sincerity,C. Rare : Scanty,D. Sink : Drown,B. Treachery : Sincerity
Choose analogous pair:  Pain : Ache,A. Fever : Illness,B. Sufferring : Trouble,C. Lazy : Lethargic,D. Damp : Arid,C. Lazy : Lethargic
Choose analogous pair:  Patriotism : Citizens,A. Morality : Truthfulness,B. Character : Values,C. Concentration : Students,D. Homage : Martyrs,C. Concentration : Students
Choose analogous pair:  Ornaments : Body,A. Murals : Wall,B. Painting : Canvas,C. Light : Road,D. Cleanliness : Hospital,A. Murals : Wall
Choose analogous pair:  Rogue : Rascal,A. Spendthrift : Extravagent,B. Notorious : Famous,C. Polite : Harse,D. Notorious : Famous,A. Spendthrift : Extravagent
Choose analogous pair:  Valueless : Invaluable,A. Costly : Cut-rate,B. Miserly : Philanthropic,C. Frugality : Wealth,D. Thriftiness : Cheap,B. Miserly : Philanthropic
Choose analogous pair:  Proctor : Supervise,A. Prophet : Rule,B. Prodigy : Wonder,C. Profiteer : Consume,D. Prodigal : Squander,D. Prodigal : Squander
Choose analogous pair:  Taxonomist : Classify,A. Haggler : Bargain,B. Doctor : Madicine,C. Kind : Alms,D. Engineer : Building,A. Haggler : Bargain
Choose analogous pair:  Horns : Bull,A. Mane : Lion,B. Antlers : Stag,C. Hoofs : Horse,D. Wattles : Turkey,B. Antlers : Stag
Choose analogous pair:  Aspirin : Headache,A. Amoeba : Dysentery,B. Acid : Burns,C. Quinine : Malaria,D. Iron : Anaemia,C. Quinine : Malaria
Choose analogous pair:  Traveller : Destination,A. Beggar : Donation,B. Accident : Hospital,C. Teacher : Education,D. Refugee : Shelter,D. Refugee : Shelter
Choose analogous pair:  Stationary : Mobile,A. Quilt : Sheet,B. Bulb : Tubelight,C. Vehicle : Bus,D. Quack : Expert,D. Quack : Expert
Choose analogous pair:  Border : Country,A. Pen : Cap,B. Book : Cover,C. Handle : Spade,D. Frame : Picture,
Choose analogous pair:  Goose : Gander,A. Duck : Drake,B. Hen : Chicken,C. Horse : Bridle,D. Donkey : Bray,A. Duck : Drake
Choose analogous pair:  Sculptor : Atelier,A. Painter : Portrait,B. Miner : Quarry,C. Poet : Sonnet,D. Man : House,B. Miner : Quarry
Choose analogous pair:  Egg : Omelette,A. Dam : River,B. Student : Classroom,C. Caly : Pottery,D. Onion : Salad,C. Caly : Pottery
Choose analogous pair:  Vandalism : Property,A. Perjury : Testimony,B. Embezzlement : Fraud,C. Implication : Crime,D. Testify : Reputation,A. Perjury : Testimony
Choose analogous pair:  Mad : Insane,A. Red : Green,B. Healthy : Fat,C. Brave : Timid,D. Slim : Thin,D. Slim : Thin
Choose analogous pair:  Carpenter : Furniture,A. Teacher : Teach,B. King : Empire,C. Mason : Wall,D. Farmer : Agriculture,C. Mason : Wall
Choose analogous pair:  Shard : Pottery,A. Island : Sea,B. Canto : Poem,C. Frog : Amphibian,D. Grass : Field,B. Canto : Poem
Choose analogous pair:  Geology : Earth,A. Architect : Building,B. Biology : Science,C. Aquarium : Fish,D. Archaeology : Artifacts,D. Archaeology : Artifacts
Choose analogous pair:  Bird : Cage,A. Animals : Zoo,B. Thief : Prison,C. Antoque : Museum,D. Crime : Punishment,B. Thief : Prison
Choose analogous pair:  Army : Logistics,A. Team : Individual,B. War : Logic,C. Soldiers : Students,D. Business : Strategy,D. Business : Strategy
Choose analogous pair:  Palintiff : Defendant,A. Judge : Jury,B. Court : Law,C. Attorney : Lawyer,D. Injured : Accused,D. Injured : Accused
Choose analogous pair:  Cricket : Football,A. Solid : Liquid,B. Hockey : Ball,C. Prose : Poetry,D. Shoes : Gloves,C. Prose : Poetry
Choose analogous pair:  Priest : Mitre,A. Student : Pen,B. Teacher : Chalk,C. Dictionary : Words,D. King : Crown,D. King : Crown
Choose analogous pair:  Lively : Dull,A. Emotional : Sensitive,B. Flower : Bud,C. Employed : Jobless,D. Happy : Gay,C. Employed : Jobless
Choose analogous pair:  Banyan tree : Proproots,A. Potato : Tuber,B. Climbers : Tendrils,C. Ginger : Stem,D. Spinach : Root,B. Climbers : Tendrils
Choose analogous pair:  Bridge : Cards,A. Dam : River,B. Gamble : Money,C. Image : Mirror,D. Fencing : Sword,D. Fencing : Sword
Choose analogous pair:  Yen : Currency,A. Brass : Metal,B. Flower : Fragrance,C. Paper : Book,D. Karnataka : State,D. Karnataka : State
Choose analogous pair:  Portico : Building,A. Wheel : Bicycle,B. Ship : Steamer,C. Stove : Kitchen,D. Fort : Fortress,D. Fort : Fortress
Choose analogous pair:  Sheep : Mutton,A. Duck : Roast,B. Hen : Poultry,C. Deer : Venison,D. Lamb : Veal,C. Deer : Venison
Choose analogous pair:  Eagle : Eyire,A. Sheep : Pen,B. Fox : Sty,C. Lion : Hole,D. Sheep : Coop,A. Sheep : Pen
Choose analogous pair:  Infection : Illness,A. Satisfaction : Appetite,B. Applause : Audience,C. Antidote : Disease,D. Rehearsal : Performance,D. Rehearsal : Performance
Choose analogous pair:  State : Exile,A. Church : Excommunicate,B. Constitution : Amendment,C. Judge : Convict,D. Police : Arrest,A. Church : Excommunicate
Choose analogous pair:  Coin : Mint,A. Grain : Field,B. Hay : Stable,C. Wine : Brewery,D. Book : Publisher,C. Wine : Brewery
Choose analogous pair:  Ass : Bray,A. Sheep : Bleat,B. Fox : Snout,C. Hen : Mew,D. Flies : Squeak,A. Sheep : Bleat
Choose analogous pair:  Flag : Nation,A. Emblem : Prosperity,B. Insignia : Rank,C. Wealth : Prestige,D. Honor : Status,B. Insignia : Rank
Choose analogous pair:  Gypsy : Caravan,A. Hare : Byre,B. Knight : Mansion,C. Monk : Temple,D. Convict : Cell,B. Knight : Mansion
Choose analogous pair:  Donkey : Trot,A. Monkey : Waddle,B. Cat : Leap,C. Eagle : Stride,D. Mouse : Scamper,D. Mouse : Scamper
Choose analogous pair:  Fragile : Crack,A. Cemetery : Death,B. Pliable : Bend,C. Hydro : Water,D. Irreducible : Reduce,B. Pliable : Bend
Choose analogous pair:  Soldier : Regiment,A. Flower : Bunch,B. Drop : Ocean,C. Sailor : Crew,D. Deer : Jungle,C. Sailor : Crew
Choose analogous pair:  Doctor : Hospital,A. Plumber : Wrench,B. Chef : Kitchen,C. Water : Reservoir,D. Farmer : Village,B. Chef : Kitchen
Choose analogous pair:  Sneer : Contempt,A. Grimace : Pain,B. Snarl : Restlessness,C. Mourn : Frustration,D. Joke : Happiness,A. Grimace : Pain
Choose analogous pair:  Wick : Candle,A. Lead : Pencil,B. Thread : Wool,C. Light : Darkness,D. Quick : Rapid,A. Lead : Pencil
Choose analogous pair:  Toss : Hurl,A. Throw : Grab,B. Consider : Formulate,C. Speak : Shout,D. Bounce : Kick,C. Speak : Shout
Choose analogous pair:  Fury : Ire,A. Amusement : Happiness,B. Joke : Laugh,C. Cry : Whisper,D. Convulsion : Spasm,D. Convulsion : Spasm
Choose analogous pair:  Heart : Cardiology,A. Brain : Psychology,B. History : Histology,C. Civics : Policy,D. Fossils : Paleontology,D. Fossils : Paleontology
Choose analogous pair:  Conciliatory : Friendliness,A. Cache : Hide,B. Garrulous : Old,C. Timid : Bold,D. Obvious : Explain,A. Cache : Hide
Choose analogous pair:  Bear : Hibernation,A. Man : Immigration,B. Bird : Migration,C. Food : Adulteration,D. Frog : Aestivation,B. Bird : Migration
Choose analogous pair:  Magazine : Periodical,A. Gun : Soldier,B. Harvesting : Agriculture,C. Pun : Joke,D. Truck : Transport,C. Pun : Joke
Choose analogous pair:  Light : Darkness,A. Anger : Friendship,B. Education : Illiteracy,C. Sanity : Madness,D. Medicine : Patient,B. Education : Illiteracy
Choose analogous pair:  Humanitarian : Altruistic,A. Host : Hospitable,B. Artist : Imitative,C. Idealist : Cynical,D. Guest : Rude,A. Host : Hospitable
Choose analogous pair:  Restaurant : Menu,A. Library : Catalogue,B. Journal : Newspaper,C. Book : Encyclopaedia,D. College : Account,A. Library : Catalogue
Choose analogous pair:  Calligraphy : Writing,A. Music : Song,B. Lyric : Poem,C. Drama : Prose,D. Chapter : Stanza,B. Lyric : Poem
Choose analogous pair:  Dubious : Indisputable,A. Slander : Libel,B. Painful : Tormenting,C. Avaricious : Generous,D. Perspicacious : Tenacity,C. Avaricious : Generous
Choose analogous pair:  Chocolate : Sugar,A. Egg : Yolk,B. Road : Traffic,C. Building : Cement,D. Milk : Cream,C. Building : Cement
Choose analogous pair:  Sound : Muffled,A. Moisture : Humid,B. Colour : Faded,C. Despair : Anger,D. Odour : Pungent,B. Colour : Faded
Choose analogous pair:  Traitor : Disloyalty,A. Executioner : Reliability,B. Rebel : Defiance,C. Manager : Administration,D. Hope : Pessimism,B. Rebel : Defiance
Choose analogous pair:  Symphony : Music,A. Mural : Painting,B. Ode : Prose,C. Preface : Book,D. Editorial : Journal,A. Mural : Painting
Choose analogous pair:  Low : Cattle,A. Sheep : Beef,B. Gaggle : Chicken,C. Grunt : Hogs,D. Flock : Goat,C. Grunt : Hogs
Choose analogous pair:  Arrows : Quiver,A. Fear : Tremble,B. Money : Bank,C. Sound : Music,D. Coin : Mint,B. Money : Bank
Choose analogous pair:  Wrestler : Arena,A. Cricket : Pitch,B. Ring : Finger,C. Farmer : Field,D. Assistant : Clerk,C. Farmer : Field
Choose analogous pair:  Cool : Cold,A. Length : Width,B. Gold : Bourne,C. Plant : Tree,D. Pretty : Beautiful,D. Pretty : Beautiful
Choose analogous pair:  Shoes : Cobbler,A. Spectacles : Optician,B. Education : Teacher,C. Oxygen : Plant,D. Food : Kitchen,A. Spectacles : Optician
Choose analogous pair:  Modesty : Arrogance,A. Passion : Emotion,B. Practice : Perfection,C. Cause : Purpose,D. Dedility : Strength,D. Dedility : Strength
Choose analogous pair:  Textile : Mill,A. Eggs : Hen,B. Coal : Mine,C. Food : Agriculture,D. Brick : Kiln,D. Brick : Kiln
Choose analogous pair:  Teeth : Dentist,A. Legs : Philanthropist,B. Eyes : Oculist,C. Operation : Surgeon,D. Sight : Spectator,B. Eyes : Oculist
Choose analogous pair:  Spring : Summer,A. Adolescence : Youth,B. Fight : Battle,C. Stagger : Walk,D. Read : Learn,A. Adolescence : Youth
Choose analogous pair:  Revolver : Holster,A. Book : Bag,B. Eye : Eyelid,C. Juice : Glass,D. Nostril : Nose,A. Book : Bag
Choose analogous pair:  Chair : Carpenter,A. Grass : Gardener,B. Medicine : Doctor,C. Bridge : Engineer,D. Radio : Radiologist,C. Bridge : Engineer
Choose analogous pair:  Range : Mountain,A. Point : Line,B. Bouquet : Flower,C. School : Class,D. String : Bead,D. String : Bead
Choose analogous pair:  Implicate : Incriminate,A. Involvement : Malpractice,B. Exonerate : Acquit,C. Embezzlement : Charge,D. Perjury : Fraud,B. Exonerate : Acquit
Choose analogous pair:  Friendly : Inimical,A. Lithosphere : Hydrosphere,B. Condemnation : Approval,C. Abstain : Refrain,D. Disappointment : Embarrassment,B. Condemnation : Approval
Choose analogous pair:  Branch : Tree,A. Crest : Wave,B. Bulb : Filament,C. Clothes : Cupboard,D. Water : Tap,A. Crest : Wave
Choose analogous pair:  Ecstasy : Pleasure,A. Hatred : Affection,B. Joy : Grief,C. Rage : Anger,D. Mumble : Speak,C. Rage : Anger
Choose analogous pair:  Necromancy : Ghosts,A. Romance : Stories,B. Magic : Amulets,C. Alchemy : Gold,D. Sorcery : Spirits,D. Sorcery : Spirits
Choose analogous pair:  Sigh : Relief,A. Tear : Joy,B. Trembling : Fear,C. Carelessness : Accident,D. Sweat : Hot,B. Trembling : Fear
Choose analogous pair:  Weight : Kilogram,A. Seconds : Hours,B. Distance : Kilometer,C. Bushel : Corn,D. Mile : Length,B. Distance : Kilometer
Choose analogous pair:  Necessity : Invention,A. Curiosity : Knowledge,B. Nation : Citizens,C. Price : Commodity,D. Language : Conversation,A. Curiosity : Knowledge
Choose analogous pair:  Meadow. : Sheep,A. Stable : Horse,B. Hay : Insect,C. Grass : Grasshopper,D. Pasture : Cattle,D. Pasture : Cattle
Choose analogous pair:  Identity : Anonymity,A. Flaw : Perfection,B. Careless : Mistake,C. Truth : Lie,D. Fear : Joy,A. Flaw : Perfection
Choose analogous pair:  Pen : Nib,A. Book : Knowledge,B. Sword : Blade,C. Radio : Transistor,D. Nut : Bolt,B. Sword : Blade
Choose analogous pair:  Explosion : Destruction,A. Talk : Exaggeration,B. Girl : Woman,C. Success : Failure,D. Engagement : Marriage,D. Engagement : Marriage
Choose analogous pair:  Sonnet : Poem,A. Ballad : Stanza,B. Murder : Crime,C. Chapter : Book,D. Lie : Falsehood,B. Murder : Crime
Choose analogous pair:  Paper : Ream,A. Eggs : Dozen,B. Books : Pile,C. Twigs : Bush,D. Food : Packet,A. Eggs : Dozen
Choose analogous pair:  Platform : Train,A. Aeroplane : Aerodrome,B. Hotel : Tourist,C. Quay : Ship,D. Footpath : Traveller,C. Quay : Ship
Choose analogous pair:  Sadist : Injury,A. Opportunist : Generosity,B. Priest : Church,C. Dentist : Teeth,D. Thief : Robbery,D. Thief : Robbery
Choose analogous pair:  Practice : Perfection,A. Perseverance : Achievement,B. Run : Jump,C. Examination : Qualification,D. Medicine : Treatment,A. Perseverance : Achievement
Choose analogous pair:  Dog : Kennel,A. Horse : Carriage,B. Sheep : Flock,C. Cow : Barn,D. Sports : Stadium,C. Cow : Barn
Choose analogous pair:  Hillock : Mountain,A. Hare : Animal,B. Ant : Elephant,C. Bush : Forest,D. Grass : Tree,C. Bush : Forest
Choose analogous pair:  Partridge : Covery,A. Directors : Band,B. Mountain : Range,C. Sheep : Swarm,D. Goods : Consignment,D. Goods : Consignment
Choose analogous pair:  Fish : Aquarium,A. Teacher : Hostel,B. Bee : Apiary,C. Bird : Nest,D. Child : School,B. Bee : Apiary
Choose analogous pair:  House : Ceiling,A. Hut : Roof,B. Building : Floor,C. Bed : Bedsheet,D. Grapes : Wine,A. Hut : Roof
Choose analogous pair:  Sprain : Fracture,A. Devotion : Blessing,B. Excitement : Frenzy,C. Sleep : Dream,D. Fever : Malaria,B. Excitement : Frenzy
Choose analogous pair:  Indra : Rainfall,A. Shiv : Creation,B. Shakespeare : Drama,C. Cupid : Love,D. Venus : War,C. Cupid : Love
Choose analogous pair:  Staircase : Banisters,A. Train : Tracks,B. Deck : Railings,C. Auditorium : Seats,D. Cinema : Screen,B. Deck : Railings
Choose analogous pair:  Energy : Dissipate,A. Atom : Explosion,B. Power : Generator,C. Money : Squander,D. Battery : Charge,C. Money : Squander
Choose analogous pair:  Judge : Adjudicate,A. Researcher : Emendate,B. Mediator : Reconcile,C. Appellant : Implore,D. Advocate : Jury,B. Mediator : Reconcile
Choose analogous pair:  Embarrass : Humiliate,A. Enquire : Ask,B. Embezzle : Peculate,C. Gamble : Investment,D. Annoy : Exasperate,D. Annoy : Exasperate
Choose analogous pair:  Thanks : Gratitude,A. Courtesy : Manners,B. Salutation : Flag,C. Protest : Resentment,D. Trial : Error,C. Protest : Resentment
Choose analogous pair:  Cattle : Drove,A. Soldier : Crew,B. Grain : Bundle,C. Chicken : Brood,D. Bees : Heap,C. Chicken : Brood
Choose analogous pair:  Traffic : Road,A. Aeroplane : Aerodrome,B. Roots : Tree,C. Blood : Veins,D. Car : Garage,C. Blood : Veins
Choose analogous pair:  Fox : Cunning,A. Cat : Playful,B. Horse : Runner,C. Vixen : Cute,D. Ant : Industrious,D. Ant : Industrious
Choose analogous pair:  Cloth : Texture,A. Body : Weigh,B. Silk : Cloth,C. Wood : Grains,D. Ornaments : Gold,C. Wood : Grains
Choose analogous pair:  Stare : Glance,A. Gulp : Sip,B. Confide : Tell,C. Hunt : Stalk,D. Step : Walk,A. Gulp : Sip
Choose analogous pair:  Crown : Royal,A. Throne : Regal,B. Wrap : Ermine,C. Pen : Author,D. Crucifix : Religion,D. Crucifix : Religion
Choose analogous pair:  Pesticied : Plant,A. Injection : Disease,B. Vaccination : Body,C. Medicine : Cure,D. Teacher : Student,B. Vaccination : Body
Choose analogous pair:  Canvas : Painter,A. Leather : Shoe,B. Chisel : Wood,C. Marble : Sculptor,D. Hammer : Carpenter,C. Marble : Sculptor
Choose analogous pair:  Fish : Shoal,A. Shark : School,B. Whale : Herd,C. Elephant : Flock,D. Audience : Theatre,A. Shark : School
Choose analogous pair:  Theft : Confess,A. Fight : Dare,B. Fault : Admit,C. Murder : Commit,D. Mistake : Agree,B. Fault : Admit
Choose analogous pair:  Chaff : Wheat,A. Bone : Flesh,B. Blood : Vein,C. Dregs : Wine,D. Rubbish : House,C. Dregs : Wine
Choose analogous pair:  Shield : Soldier,A. Law : Court,B. Stethoscope : Doctor,C. Helmet : Rider,D. Book : Rider,C. Helmet : Rider
Choose analogous pair:  Balance : Weigh,A. Aeroplane : Height,B. Radar : Detection,C. Satellite : Revolution,D. Television : Picture,B. Radar : Detection
Choose analogous pair:  Cereals : Grit,A. Dal : Pulses,B. Milk : Sugar,C. Pulses : Metanil,D. Haldi : Turmeric,C. Pulses : Metanil
Choose analogous pair:  Cat : Mouse,A. Horse : Stable,B. Trap : Cheese,C. Bird : Worm,D. Lion : Cage,C. Bird : Worm
Choose analogous pair:  Teeth : Chew,A. Mind : Think,B. Sweater : Heat,C. Food : Taste,D. Eyes : Flicker,A. Mind : Think
Choose analogous pair:  Triangle : Hexagon,A. Cone : Sphere,B. Rectangle : Octagon,C. Pentagon : Heptagon,D. Angle : Quadrilateral,B. Rectangle : Octagon
Choose analogous pair:  Dusk : Night,A. Afternoon : Evening,B. Infant : Child,C. Walk : Run,D. Day : Light,B. Infant : Child
